,Goldpreis,Goldpreis_gestern
2021-07-28,1809.375,1799.94
2021-07-27,1799.94,1797.82
2021-07-26,1797.82,1800.475
2021-07-25,1800.475,1802.785
2021-07-23,1802.785,1807.21
2021-07-22,1807.21,1802.67
2021-07-21,1802.67,1809.81
2021-07-20,1809.81,1811.565
2021-07-19,1811.565,1815.76
2021-07-18,1815.76,1812.19
2021-07-16,1812.19,1829.475
2021-07-15,1829.475,1826.415
2021-07-14,1826.415,1809.135
2021-07-13,1809.135,1807.165
2021-07-12,1807.165,1806.565
2021-07-11,1806.565,1808.56
2021-07-09,1808.56,1803.855
2021-07-08,1803.855,1803.455
2021-07-07,1803.455,1795.755
2021-07-06,1795.755,1791.255
2021-07-05,1791.255,1787.59
2021-07-02,1787.59,1775.58
2021-07-01,1775.58,1768.335
2021-06-30,1768.335,1761.595
2021-06-29,1761.595,1778.32
2021-06-28,1778.32,1782.16
2021-06-27,1782.16,1781.68
2021-06-25,1781.68,1775.48
2021-06-24,1775.48,1777.46
2021-06-23,1777.46,1777.62
2021-06-22,1777.62,1783.55
2021-06-21,1783.55,1769.465
2021-06-20,1769.465,1764.47
2021-06-18,1764.47,1776.94
2021-06-17,1776.94,1819.08
2021-06-16,1819.08,1857.995
2021-06-15,1857.995,1866.885
2021-06-14,1866.885,1873.92
2021-06-13,1873.92,1877.97
2021-06-11,1877.97,1898.37
2021-06-10,1898.37,1888.825
2021-06-09,1888.825,1893.445
2021-06-08,1893.445,1898.78
2021-06-07,1898.78,1892.815
2021-06-04,1892.815,1870.98
2021-06-03,1870.98,1907.9
2021-06-02,1907.9,1898.905
2021-06-01,1898.905,1903.69
2021-05-31,1903.69,1903.795
2021-05-30,1903.795,1903.905
2021-05-29,1903.905,1903.905
2021-05-28,1903.905,1898.075
2021-05-27,1898.075,1896.125
2021-05-26,1896.125,1898.245
2021-05-25,1898.245,1877.5
2021-05-24,1877.5,1883.595
2021-05-23,1883.595,1876.115
2021-05-21,1876.115,1874.08
2021-05-20,1874.08,1866.045
2021-05-19,1866.045,1870.215
2021-05-18,1870.215,1869.095
2021-05-17,1869.095,1847.18
2021-05-16,1847.18,1844.825
2021-05-14,1844.825,1825.15
2021-05-13,1825.15,1817.615
2021-05-12,1817.615,1835.705
2021-05-11,1835.705,1836.295
2021-05-10,1836.295,1836.425
2021-05-09,1836.425,1830.035
2021-05-08,1830.035,1830.035
2021-05-07,1830.035,1814.755
2021-05-06,1814.755,1785.48
2021-05-05,1785.48,1778.805
2021-05-04,1778.805,1792.595
2021-05-03,1792.595,1769.115
2021-05-02,1769.115,1768.41
2021-05-01,1768.41,1768.41
2021-04-30,1768.41,1773.345
2021-04-29,1773.345,1783.96
2021-04-28,1783.96,1775.56
2021-04-27,1775.56,1780.13
2021-04-26,1780.13,1774.95
2021-04-25,1774.95,1778.36
2021-04-23,1778.36,1783.24
2021-04-22,1783.24,1793.66
2021-04-21,1793.66,1776.915
2021-04-20,1776.915,1772.255
2021-04-19,1772.255,1776.84
2021-04-18,1776.84,1776.065
2021-04-16,1776.065,1763.96
2021-04-15,1763.96,1736.715
2021-04-14,1736.715,1746.705
2021-04-13,1746.705,1732.05
2021-04-12,1732.05,1741.68
2021-04-11,1741.68,1744.375
2021-04-09,1744.375,1754.25
2021-04-08,1754.25,1736.905
2021-04-07,1736.905,1743.34
2021-04-06,1743.34,1729.515
2021-04-05,1729.515,1728.155
2021-04-04,1728.155,1727.965
2021-04-01,1727.965,1707.59
2021-03-31,1707.59,1685.6
2021-03-30,1685.6,1712.05
2021-03-29,1712.05,1731.17
2021-03-28,1731.17,1733.81
2021-03-27,1733.81,1733.81
2021-03-26,1733.81,1727.395
2021-03-25,1727.395,1734.66
2021-03-24,1734.66,1727.11
2021-03-23,1727.11,1739.45
2021-03-22,1739.45,1738.385
2021-03-21,1738.385,1744.995
2021-03-19,1744.995,1733.24
2021-03-18,1733.24,1748.475
2021-03-17,1748.475,1731.76
2021-03-16,1731.76,1730.74
2021-03-15,1730.74,1725.4
2021-03-14,1725.4,1726.825
2021-03-13,1726.825,1726.825
2021-03-12,1726.825,1722.875
2021-03-11,1722.875,1726.885
2021-03-10,1726.885,1715.925
2021-03-09,1715.925,1684.655
2021-03-08,1684.655,1707.77
2021-03-07,1707.77,1700.57
2021-03-06,1700.57,1700.57
2021-03-05,1700.57,1694.52
2021-03-04,1694.52,1710.595
2021-03-03,1710.595,1736.56
2021-03-02,1736.56,1725.105
2021-03-01,1725.105,1739.27
2021-02-28,1739.27,1734.365
2021-02-27,1734.365,1734.365
2021-02-26,1734.365,1770.105
2021-02-25,1770.105,1803.115
2021-02-24,1803.115,1805.98
2021-02-23,1805.98,1810.595
2021-02-22,1810.595,1783.51
2021-02-21,1783.51,1783.98
2021-02-20,1783.98,1783.98
2021-02-19,1783.98,1771.82
2021-02-18,1771.82,1778.25
2021-02-17,1778.25,1788.55
2021-02-16,1788.55,1818.745
2021-02-15,1818.745,1821.14
2021-02-14,1821.14,1824.255
2021-02-13,1824.255,1824.255
2021-02-12,1824.255,1826.86
2021-02-11,1826.86,1842.185
2021-02-10,1842.185,1836.41
2021-02-09,1836.41,1835.87
2021-02-08,1835.87,1884.6
2020-10-08,1884.6,1887.06
2020-10-07,1887.06,1880.27
2020-10-06,1880.27,1912.96
2020-10-05,1912.96,1903.36
2020-10-04,1903.36,1899.3
2020-10-02,1899.3,1903.54
2020-10-01,1903.54,1888.34
2020-09-30,1888.34,1897.06
2020-09-29,1897.06,1882.85
2020-09-28,1882.85,1862.33
2020-09-27,1862.33,1861.74
2020-09-25,1861.74,1867.73
2020-09-24,1867.73,1855.88
2020-09-23,1855.88,1904.63
2020-09-22,1904.63,1917.38
2020-09-21,1917.38,1948.19
2020-09-20,1948.19,1950.23
2020-09-18,1950.23,1947.34
2020-09-17,1947.34,1959.72
2020-09-16,1959.72,1954.03
2020-09-15,1954.03,1957.36
2020-09-14,1957.36,1943.07
2020-09-13,1943.07,1940.15
2020-09-11,1940.15,1944.22
2020-09-10,1944.22,1947.4
2020-09-09,1947.4,1930.44
2020-09-08,1930.44,1930.62
2020-09-07,1930.62,1934.34
2020-09-06,1934.34,1933.92
2020-09-04,1933.92,1927.44
2020-09-03,1927.44,1944.86
2020-09-02,1944.86,1972.63
2020-09-01,1972.63,1967.7
2020-08-31,1967.7,1973.69
2020-08-30,1973.69,1964.75
2020-08-28,1964.75,1928.12
2020-08-27,1928.12,1954.0
2020-08-26,1954.0,1929.97
2020-08-25,1929.97,1930.2
2020-08-24,1930.2,1934.71
2020-08-23,1934.71,1940.17
2020-08-21,1940.17,1952.77
2020-08-20,1952.77,1928.97
2020-08-19,1928.97,2005.0
2020-08-18,2005.0,1666.52
2020-03-05,1666.52,1636.945
2020-03-04,1636.945,1645.875
2020-03-03,1645.875,1592.055
2020-03-02,1592.055,1585.175
2020-03-01,1585.175,1585.06
2020-02-28,1585.06,1645.84
2020-02-27,1645.84,1643.67
2020-02-26,1643.67,1639.96
2020-02-25,1639.96,1654.025
2020-02-24,1654.025,1665.61
2020-02-23,1665.61,1643.895
2020-02-21,1643.895,1622.16
2020-02-20,1622.16,1610.415
2020-02-19,1610.415,1600.965
2020-02-18,1600.965,1584.37
2020-02-17,1584.37,1583.065
2020-02-16,1583.065,1583.925
2020-02-14,1583.925,1577.425
2020-02-13,1577.425,1569.93
2020-02-12,1569.93,1583.885
2020-01-31,1583.885,1575.245
2020-01-30,1575.245,1577.145
2020-01-29,1577.145,1568.535
2020-01-28,1568.535,1581.175
2020-01-27,1581.175,1582.805
2020-01-26,1582.805,1571.59
2020-01-24,1571.59,1561.02
2020-01-23,1561.02,1561.515
2020-01-22,1561.515,1556.595
2020-01-21,1556.595,1561.325
2020-01-20,1561.325,1557.125
2020-01-19,1557.125,1557.175
2020-01-17,1557.175,1552.3
2020-01-16,1552.3,1556.37
2020-01-15,1556.37,1549.635
2020-01-14,1549.635,1545.305
2020-01-13,1545.305,1559.315
2020-01-12,1559.315,1560.345
2020-01-10,1560.345,1552.77
2020-01-09,1552.77,1558.145
2020-01-08,1558.145,1595.24
2020-01-07,1595.24,1563.81
2020-01-06,1563.81,1569.34
2020-01-05,1569.34,1549.16
2020-01-03,1549.16,1528.885
2020-01-02,1528.885,1520.355
2019-12-31,1520.355,1514.99
2019-12-30,1514.99,1513.61
2019-12-29,1513.61,1510.905
2019-12-27,1510.905,1511.255
2019-12-26,1511.255,1499.32
2019-12-24,1499.32,1485.6
2019-12-23,1485.6,1478.63
2019-12-22,1478.63,1477.715
2019-12-20,1477.715,1478.53
2019-12-19,1478.53,1475.875
2019-12-18,1475.875,1475.7
2019-12-17,1475.7,1475.42
2019-12-16,1475.42,1474.215
2019-12-15,1474.215,1476.56
2019-12-13,1476.56,1465.16
2019-12-12,1465.16,1474.65
2019-12-11,1474.65,1463.945
2019-12-10,1463.945,1461.17
2019-12-09,1461.17,1460.025
2019-12-08,1460.025,1460.82
2019-12-06,1460.82,1476.075
2019-12-05,1476.075,1475.675
2019-12-04,1475.675,1476.725
2019-12-03,1476.725,1462.74
2019-12-02,1462.74,1461.945
2019-12-01,1461.945,1464.055
2019-11-29,1464.055,1456.14
2019-11-28,1456.14,1456.945
2019-11-27,1456.945,1460.575
2019-11-26,1460.575,1464.035
2019-11-21,1464.035,1474.52
2019-11-20,1474.52,1474.66
2019-11-19,1474.66,1471.845
2019-11-18,1471.845,1469.13
2019-11-17,1469.13,1466.925
2019-11-15,1466.925,1469.335
2019-11-14,1469.335,1463.675
2019-11-13,1463.675,1458.415
2019-11-12,1458.415,1455.73
2019-11-11,1455.73,1461.115
2019-11-10,1461.115,1458.585
2019-11-08,1458.585,1468.74
2019-11-07,1468.74,1490.335
2019-11-06,1490.335,1484.485
2019-11-05,1484.485,1506.8
2019-11-04,1506.8,1512.975
2019-11-03,1512.975,1514.085
2019-11-01,1514.085,1512.365
2019-10-31,1512.365,1495.305
2019-10-30,1495.305,1487.37
2019-10-29,1487.37,1491.795
2019-10-28,1491.795,1504.11
2019-10-27,1504.11,1504.425
2019-10-25,1504.425,1502.84
2019-10-24,1502.84,1492.175
2019-10-23,1492.175,1488.89
2019-10-22,1488.89,1484.21
2019-10-21,1484.21,1491.7
2019-10-20,1491.7,1490.245
2019-10-18,1490.245,1492.965
2019-10-17,1492.965,1490.16
2019-10-16,1490.16,1482.04
2019-10-15,1482.04,1491.305
2019-10-14,1491.305,1484.695
2019-10-13,1484.695,1488.26
2019-10-11,1488.26,1494.145
2019-10-10,1494.145,1511.73
2019-10-09,1511.73,1508.855
2019-10-08,1508.855,1492.1
2019-10-07,1492.1,1508.305
2019-10-06,1508.305,1504.805
2019-10-04,1504.805,1508.375
2019-10-03,1508.375,1500.11
2019-10-02,1500.11,1481.62
2019-10-01,1481.62,1473.71
2019-09-30,1473.71,1496.39
2019-09-29,1496.39,1496.96
2019-09-27,1496.96,1506.875
2019-09-26,1506.875,1506.56
2019-09-25,1506.56,1531.83
2019-09-24,1531.83,1520.925
2019-09-23,1520.925,1514.48
2019-09-22,1514.48,1516.635
2019-09-20,1516.635,1499.73
2019-09-19,1499.73,21474.8365
2019-09-18,21474.8365,1500.89
2019-09-17,1500.89,1498.135
2019-09-16,1498.135,1506.265
2019-09-15,1506.265,1488.77
2019-09-13,1488.77,1497.945
2019-09-12,1497.945,1493.13
2019-09-11,1493.13,1487.075
2019-09-10,1487.075,1498.935
2019-09-09,1498.935,21474.8365
2019-09-04,21474.8365,21474.8365
2019-08-20,21474.8365,21474.8365
2019-08-19,21474.8365,21474.8365
2019-08-16,21474.8365,21474.8365
2019-08-14,21474.8365,21474.8365
2019-08-13,21474.8365,21474.8365
2019-08-12,21474.8365,21474.8365
2019-08-09,21474.8365,21474.8365
2019-08-08,21474.8365,21474.8365
2019-08-07,21474.8365,21474.8365
2019-08-06,21474.8365,21474.8365
2019-08-05,21474.8365,21474.8365
2019-08-04,21474.8365,21474.8365
2019-08-02,21474.8365,21474.8365
2019-08-01,21474.8365,21474.8365
2019-07-31,21474.8365,21474.8365
2019-07-30,21474.8365,21474.8365
2019-07-29,21474.8365,21474.8365
2019-07-25,21474.8365,21474.8365
2019-07-24,21474.8365,21474.8365
2019-07-23,21474.8365,21474.8365
2019-07-19,21474.8365,21474.8365
2019-07-18,21474.8365,21474.8365
2019-07-16,21474.8365,21474.8365
2019-07-15,21474.8365,21474.8365
2019-07-14,21474.8365,21474.8365
2019-07-12,21474.8365,21474.8365
2019-07-11,21474.8365,21474.8365
2019-07-10,21474.8365,21474.8365
2019-07-09,21474.8365,21474.8365
2019-07-08,21474.8365,21474.8365
2019-07-05,21474.8365,21474.8365
2019-07-04,21474.8365,21474.8365
2019-07-03,21474.8365,21474.8365
2019-07-02,21474.8365,21474.8365
2019-07-01,21474.8365,21474.8365
2019-06-28,21474.8365,21474.8365
2019-06-26,21474.8365,21474.8365
2019-06-21,21474.8365,21474.8365
2019-06-20,21474.8365,21474.8365
2019-06-19,21474.8365,21474.8365
2019-06-18,21474.8365,21474.8365
2019-06-17,21474.8365,21474.8365
2019-06-16,21474.8365,21474.8365
2019-06-14,21474.8365,21474.8365
2019-06-13,21474.8365,21474.8365
2019-06-12,21474.8365,21474.8365
2019-06-11,21474.8365,21474.8365
2019-06-10,21474.8365,21474.8365
2019-06-07,21474.8365,21474.8365
2019-06-06,21474.8365,21474.8365
2019-06-05,21474.8365,21474.8365
2019-06-04,21474.8365,21474.8365
2019-06-03,21474.8365,21474.8365
2019-05-31,21474.8365,21474.8365
2019-05-30,21474.8365,21474.8365
2019-05-29,21474.8365,21474.8365
2019-05-28,21474.8365,21474.8365
2019-05-27,21474.8365,21474.8365
2019-05-26,21474.8365,21474.8365
2019-05-24,21474.8365,21474.8365
2019-05-23,21474.8365,21474.8365
2019-05-22,21474.8365,21474.8365
2019-05-21,21474.8365,21474.8365
2019-05-20,21474.8365,21474.8365
2019-05-19,21474.8365,21474.8365
2019-05-17,21474.8365,21474.8365
2019-05-16,21474.8365,21474.8365
2019-05-15,21474.8365,21474.8365
2019-05-08,21474.8365,21474.8365
2019-05-07,21474.8365,21474.8365
2019-05-01,21474.8365,21474.8365
2019-04-30,21474.8365,21474.8365
2019-04-26,21474.8365,21474.8365
2019-04-25,21474.8365,21474.8365
2019-04-24,21474.8365,21474.8365
2019-04-16,21474.8365,21474.8365
2019-04-15,21474.8365,21474.8365
2019-04-14,21474.8365,21474.8365
2019-03-20,21474.8365,1288.045
2019-03-08,1288.045,1286.145
2019-03-07,1286.145,1287.165
2019-03-06,1287.165,1287.765
2019-03-05,1287.765,1287.225
2019-03-04,1287.225,1293.595
2019-03-01,1293.595,1340.21
2019-02-21,1340.21,1340.685
2019-02-20,1340.685,1339.615
2019-02-19,1339.615,1326.475
2019-02-18,1326.475,1321.335
2019-02-15,1321.335,1312.005
2019-02-14,1312.005,1306.345
2019-02-13,1306.345,1310.395
2019-02-12,1310.395,1307.825
2019-02-11,1307.825,1309.43
2019-02-08,1309.43,1310.525
2019-02-07,1310.525,1314.765
2019-02-05,1314.765,1313.795
2019-02-04,1313.795,1318.495
2019-02-01,1318.495,1320.965
2019-01-31,1320.965,1319.4105
2019-01-30,1319.4105,1308.235
2019-01-29,1308.235,1303.9
